Topic,Subtopic,ShortQuestionText,Greater_Risk_Question,Description,Data_Value_Symbol,Data_Value_Type,Greater_Risk_Data_Value,Greater_Risk_Low_Confidence_Limit,Greater_Risk_High_Confidence_Limit,Lesser_Risk_Question,Lesser_Risk_Data_Value,Lesser_Risk_Data_Value_Footnote_Symbol,Lesser_Risk_Data_Value_Footnote,Lesser_Risk_Low_Confidence_Limit,Lesser_Risk_High_Confidence_Limit,Sample_Size,Sex,Race,Grade,SexualIdentity,SexOfSexualContacts
Dietary Behaviors,Soda or pop,Soda drinking >= 3 times,"Drank a can, bottle, or glass of soda or pop three or more times per day","such as Coke, Pepsi, or Sprite, not counting diet soda or diet pop, during the 7 days before the survey",%,Percentage,0,0,0,NULL,100,,,100,100,71,Total,Hispanic or Latino,12th,Total,Opposite sex only
Tobacco Use,Other Tobacco Use,Current daily smokeless tobacco use,Currently used smokeless tobacco daily,"chewing tobacco, snuff, dip, snus, or dissolvable tobacco products, such as Redman, Levi Garrett, Beechnut, Skoal, Skoal Bandits, Copenhagen, Camel Snus, Marlboro Snus, General Snus, Ariva, Stonewall, or Camel Orbs, not counting any electronic vapor produc",%,Percentage,0,0,0,Did not currently use smokeless tobacco daily,100,,,100,100,100,Female,Total,12th,Total,Opposite sex only
Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0,0,0,Did not currently smoke cigars daily,100,,,100,100,96,Female,Total,12th,Total,Opposite sex only
Tobacco Use,Other Tobacco Use,Current daily electronic vapor product use,Currently used an electronic vapor product daily,"including e-cigarettes, e-cigars, e-pipes, vape pipes, vaping pens, e-hookahs, and hookah pens, on all 30 days during the 30 days before the survey",%,Percentage,0,0,0,Did not currently use an electronic vapor product daily,100,,,100,100,40,Total,Asian,12th,Heterosexual (straight),Total
Tobacco Use,Cigarette Use,Frequent cigarette use,Currently frequently smoked cigarettes,on 20 or more days during the 30 days before the survey,%,Percentage,0,0,0,Did not currently frequently smoke cigarettes,100,,,100,100,109,Total,Total,12th,Total,No sexual contact
Tobacco Use,Other Tobacco Use,Current daily electronic vapor product use,Currently used an electronic vapor product daily,"including e-cigarettes, e-cigars, e-pipes, vape pipes, vaping pens, e-hookahs, and hookah pens, on all 30 days during the 30 days before the survey",%,Percentage,0,0,0,Did not currently use an electronic vapor product daily,100,,,100,100,67,Female,Total,12th,Total,No sexual contact
Sexual Behaviors,Sexual Behaviors,Current sexual activity,Were currently sexually active,"had sexual intercourse with at least one person, during the 3 months before the survey",%,Percentage,0,0,0,Were not currently sexually active,100,,,100,100,98,Total,Total,12th,Total,No sexual contact
Alcohol and Other Drug Use,Other Drug Use,Ever cocaine use,Ever used cocaine,"any form of cocaine, such as powder, crack, or freebase, one or more times during their life",%,Percentage,0,0,0,Never used cocaine,100,,,100,100,39,Male,Total,12th,Total,No sexual contact
Unintentional Injuries and Violence,Behaviors that Contribute to Violence,Threatened at school,Were threatened or injured with a weapon on school property,"such as a gun, knife, or club, one or more times during the 12 months before the survey",%,Percentage,0,0,0,Were not threatened or injured with a weapon on school property,100,,,100,100,69,Female,Total,12th,Total,No sexual contact
Tobacco Use,Other Tobacco Use,Current smokeless tobacco use,Currently used smokeless tobacco,"chewing tobacco, snuff, dip, snus, or dissolvable tobacco products, such as Redman, Levi Garrett, Beechnut, Skoal, Skoal Bandits, Copenhagen, Camel Snus, Marlboro Snus, General Snus, Ariva, Stonewall, or Camel Orbs, not counting any electronic vapor produc",%,Percentage,0,0,0,Did not currently use smokeless tobacco,100,,,100,100,40,Total,Asian,12th,Heterosexual (straight),Total
Sexual Behaviors,Sexual Behaviors,Multiple sex partners,Had sexual intercourse with four or more persons during their life,NULL,%,Percentage,0,0,0,Did not have sexual intercourse with four or more persons during their life,100,,,100,100,69,Female,Total,12th,Total,No sexual contact
Tobacco Use,Cigarette Use,Current daily cigarette use,Currently smoked cigarettes daily,on all 30 days during the 30 days before the survey,%,Percentage,0,0,0,Did not currently smoke cigarettes daily,100,,,100,100,40,Male,Total,12th,Total,No sexual contact
Alcohol and Other Drug Use,Other Drug Use,Ever heroin use,Ever used heroin,"also called ""smack,"" ""junk,"" or ""China White,"" one or more times during their life",%,Percentage,0,0,0,Never used heroin,100,,,100,100,33,Female,Hispanic or Latino,12th,Total,Opposite sex only
Tobacco Use,Other Tobacco Use,Current cigar use,Currently smoked cigars,"cigars, cigarillos, or little cigars, on at least 1 day during the 30 days before the survey",%,Percentage,0,0,0,Did not currently smoke cigars,100,,,100,100,30,Total,Black or African American,12th,Total,No sexual contact
Alcohol and Other Drug Use,Other Drug Use,Initiation of marijuana use,Tried marijuana for the first time before age 13 years,"also called grass, pot, or weed",%,Percentage,0,0,0,Did not try marijuana for the first time before age 13 years,100,,,100,100,36,Total,Black or African American,12th,Total,No sexual contact
Tobacco Use,Other Tobacco Use,Current daily electronic vapor product use,Currently used an electronic vapor product daily,"including e-cigarettes, e-cigars, e-pipes, vape pipes, vaping pens, e-hookahs, and hookah pens, on all 30 days during the 30 days before the survey",%,Percentage,0,0,0,Did not currently use an electronic vapor product daily,100,,,100,100,98,Total,Black or African American,12th,Heterosexual (straight),Total
Alcohol and Other Drug Use,Other Drug Use,Ever synthetic marijuana use,Ever used synthetic marijuana,"also called ""K2,"" ""Spice,"" ""fake weed,"" ""King Kong,"" ""Yucatan Fire,"" ""Skunk,"" or ""Moon Rocks,"" one or more times during their life",%,Percentage,0,0,0,Never used synthetic marijuana,100,,,100,100,30,Total,Black or African American,12th,Total,No sexual contact
Tobacco Use,Other Tobacco Use,Current daily smokeless tobacco use,Currently used smokeless tobacco daily,"chewing tobacco, snuff, dip, snus, or dissolvable tobacco products, such as Redman, Levi Garrett, Beechnut, Skoal, Skoal Bandits, Copenhagen, Camel Snus, Marlboro Snus, General Snus, Ariva, Stonewall, or Camel Orbs, not counting any electronic vapor produc",%,Percentage,0,0,0,Did not currently use smokeless tobacco daily,100,,,100,100,31,Male,Hispanic or Latino,12th,Total,Opposite sex only
Tobacco Use,Cigarette Use,Current daily cigarette use,Currently smoked cigarettes daily,on all 30 days during the 30 days before the survey,%,Percentage,0,0,0,Did not currently smoke cigarettes daily,100,,,100,100,54,Female,Hispanic or Latino,12th,Heterosexual (straight),Total
Alcohol and Other Drug Use,Other Drug Use,Ever ecstasy use,Ever used ecstasy,"also called ""MDMA,"" one or more times during their life",%,Percentage,0,0,0,Never used ecstasy,100,,,100,100,37,Total,Black or African American,12th,Total,No sexual contact
Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0,0,0,Did not currently smoke cigars daily,100,,,100,100,33,Female,Hispanic or Latino,12th,Total,Opposite sex only
Tobacco Use,Other Tobacco Use,Current daily smokeless tobacco use,Currently used smokeless tobacco daily,"chewing tobacco, snuff, dip, snus, or dissolvable tobacco products, such as Redman, Levi Garrett, Beechnut, Skoal, Skoal Bandits, Copenhagen, Camel Snus, Marlboro Snus, General Snus, Ariva, Stonewall, or Camel Orbs, not counting any electronic vapor produc",%,Percentage,0,0,0,Did not currently use smokeless tobacco daily,100,,,100,100,50,Male,Black or African American,12th,Heterosexual (straight),Total
Alcohol and Other Drug Use,Other Drug Use,Ever synthetic marijuana use,Ever used synthetic marijuana,"also called ""K2,"" ""Spice,"" ""fake weed,"" ""King Kong,"" ""Yucatan Fire,"" ""Skunk,"" or ""Moon Rocks,"" one or more times during their life",%,Percentage,0,0,0,Never used synthetic marijuana,100,,,100,100,40,Male,Total,12th,Total,No sexual contact
Tobacco Use,Cigarette Use,Frequent cigarette use,Currently frequently smoked cigarettes,on 20 or more days during the 30 days before the survey,%,Percentage,0,0,0,Did not currently frequently smoke cigarettes,100,,,100,100,31,Female,Black or African American,12th,Total,Opposite sex only
Tobacco Use,Cigarette Use,Frequent cigarette use,Currently frequently smoked cigarettes,on 20 or more days during the 30 days before the survey,%,Percentage,0,0,0,Did not currently frequently smoke cigarettes,100,,,100,100,69,Female,Total,12th,Total,No sexual contact
Alcohol and Other Drug Use,Other Drug Use,Ever cocaine use,Ever used cocaine,"any form of cocaine, such as powder, crack, or freebase, one or more times during their life",%,Percentage,0,0,0,Never used cocaine,100,,,100,100,42,Female,Hispanic or Latino,12th,Total,Opposite sex only
Unintentional Injuries and Violence,Behaviors that Contribute to Violence,Threatened at school,Were threatened or injured with a weapon on school property,"such as a gun, knife, or club, one or more times during the 12 months before the survey",%,Percentage,0,0,0,Were not threatened or injured with a weapon on school property,100,,,100,100,34,Total,Asian,12th,Heterosexual (straight),Total
Alcohol and Other Drug Use,Other Drug Use,Ever methamphetamine use,Ever used methamphetamines,"also called ""speed,"" ""crystal,"" ""crank,"" or ""ice,"" one or more times during their life",%,Percentage,0,0,0,Never used methamphetamines,100,,,100,100,33,Female,Hispanic or Latino,12th,Total,Opposite sex only
Alcohol and Other Drug Use,Other Drug Use,Ever heroin use,Ever used heroin,"also called ""smack,"" ""junk,"" or ""China White,"" one or more times during their life",%,Percentage,0,0,0,Never used heroin,100,,,100,100,34,Total,Asian,12th,Heterosexual (straight),Total
Sexual Behaviors,Sexual Behaviors,Sex before 13 years,Had sexual intercourse for the first time before age 13 years,NULL,%,Percentage,0,0,0,Did not have sexual intercourse for the first time before age 13 years,100,,,100,100,35,Total,White,12th,Heterosexual (straight),Total
Unintentional Injuries and Violence,Suicide-Related Behaviors,Injurious suicide attempt,"Suicide attempt resulted in an injury, poisoning, or overdose that had to be treated by a doctor or nurse",during the 12 months before the survey,%,Percentage,0,0,0,"Suicide attempt did not result in an injury, poisoning, or overdose that had to be treated by a doctor or nurse",100,,,100,100,30,Male,Hispanic or Latino,12th,Total,Opposite sex only
Unintentional Injuries and Violence,Behaviors that Contribute to Violence,Physical fighting at school,Were in a physical fight on school property,one or more times during the 12 months before the survey,%,Percentage,0,0,0,Were not in a physical fight on school property,100,,,100,100,31,Male,Black or African American,12th,Total,Opposite sex only
Tobacco Use,Other Tobacco Use,Frequent cigar use,Currently frequently smoked cigars,"cigars, cigarillos, or little cigars, on 20 or more days during the 30 days before the survey",%,Percentage,0,0,0,Did not currently frequently smoke cigars,100,,,100,100,37,Male,Hispanic or Latino,12th,Total,Opposite sex only
Tobacco Use,Cigarette Use,Current daily cigarette use,Currently smoked cigarettes daily,on all 30 days during the 30 days before the survey,%,Percentage,0,0,0,Did not currently smoke cigarettes daily,100,,,100,100,195,Total,Total,12th,Total,Opposite sex only
Alcohol and Other Drug Use,Other Drug Use,Ever methamphetamine use,Ever used methamphetamines,"also called ""speed,"" ""crystal,"" ""crank,"" or ""ice,"" one or more times during their life",%,Percentage,0,0,0,Never used methamphetamines,100,,,100,100,72,Total,Hispanic or Latino,12th,Total,Opposite sex only
Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0,0,0,Did not currently smoke cigars daily,100,,,100,100,37,Total,White,12th,Heterosexual (straight),Total
Dietary Behaviors,Soda or pop,Soda drinking >= 2 times,"Drank a can, bottle, or glass of soda or pop two or more times per day","such as Coke, Pepsi, or Sprite, not counting diet soda or diet pop, during the 7 days before the survey",%,Percentage,0,0,0,NULL,100,,,100,100,37,Total,White,12th,Heterosexual (straight),Total
Alcohol and Other Drug Use,Other Drug Use,Ever heroin use,Ever used heroin,"also called ""smack,"" ""junk,"" or ""China White,"" one or more times during their life",%,Percentage,0,0,0,Never used heroin,100,,,100,100,97,Total,Total,12th,Total,No sexual contact
Tobacco Use,Other Tobacco Use,Current daily cigar use,Currently smoked cigars daily,"cigars, cigarillos, or little cigars, on all 30 days during the 30 days before the survey",%,Percentage,0,0,0,Did not currently smoke cigars daily,100,,,100,100,34,Total,Asian,12th,Heterosexual (straight),Total
Tobacco Use,Cigarette Use,Current daily cigarette use,Currently smoked cigarettes daily,on all 30 days during the 30 days before the survey,%,Percentage,0,0,0,Did not currently smoke cigarettes daily,100,,,100,100,161,Female,Total,12th,Heterosexual (straight),Total
Tobacco Use,Other Tobacco Use,Current daily smokeless tobacco use,Currently used smokeless tobacco daily,"chewing tobacco, snuff, dip, snus, or dissolvable tobacco products, such as Redman, Levi Garrett, Beechnut, Skoal, Skoal Bandits, Copenhagen, Camel Snus, Marlboro Snus, General Snus, Ariva, Stonewall, or Camel Orbs, not counting any electronic vapor produc",%,Percentage,0,0,0,Did not currently use smokeless tobacco daily,100,,,100,100,73,Total,Hispanic or Latino,12th,Total,Opposite sex only
